ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
15378,41,0,2,0,0,174,0,0,0,14,5,367,2,297,1,0.0
15379,53,2,0,0,0,1835,0,0,0,21,11,184,2,-1,0,0.0
15380,31,4,1,0,0,-250,1,1,0,29,1,207,2,-1,0,0.0
15381,42,8,0,0,0,396,1,1,0,20,6,47,2,-1,0,0.0
15382,28,3,1,0,0,428,0,1,0,27,5,99,2,-1,0,0.0
15384,30,1,1,1,0,3905,1,0,0,14,8,112,2,-1,0,0.0
15385,47,5,0,1,0,1225,0,1,0,29,1,191,3,227,2,0.0
15386,31,2,1,0,0,2916,1,0,0,14,8,174,2,-1,0,0.0
15387,50,5,0,2,0,29,1,0,0,20,6,135,5,-1,0,0.0
15388,54,2,0,0,0,899,1,1,0,17,11,61,1,145,1,0.0
15389,32,0,0,0,0,824,0,0,0,3,4,272,1,-1,0,0.0
15390,47,0,0,0,0,762,0,0,0,29,5,56,3,-1,0,0.0
15391,45,4,0,0,0,1381,0,0,0,8,5,269,1,-1,0,0.0
15392,36,1,0,1,0,3874,1,0,0,25,8,425,6,-1,0,0.0
15393,50,0,0,2,0,2610,0,1,0,20,5,181,6,-1,0,0.0
15394,34,0,0,2,0,455,0,0,0,20,6,372,3,-1,0,0.0
15395,32,2,0,1,0,-196,0,0,0,28,5,163,1,-1,0,0.0
15396,59,4,2,0,0,0,0,1,0,6,5,97,1,-1,0,0.0
15397,58,1,0,1,0,1517,0,0,1,29,7,7,5,-1,0,0.0
15398,42,1,2,0,0,-272,1,0,0,8,7,186,1,-1,0,0.0
15399,36,9,0,0,0,205,0,0,1,18,11,176,4,-1,0,0.0
15400,25,0,1,0,0,674,1,0,0,24,7,736,2,-1,0,0.0
15401,34,3,0,1,0,21,1,1,0,2,6,269,1,92,2,0.0
15402,29,1,1,1,0,2439,1,0,0,2,2,263,2,-1,0,0.0
15403,67,5,0,1,0,2841,1,0,0,2,2,62,1,-1,0,0.0
15404,53,6,0,1,0,4397,0,0,0,12,6,252,1,-1,0,0.0
15405,32,1,0,1,0,1208,1,0,0,11,8,221,3,-1,0,0.0
15406,37,0,0,0,0,-100,0,0,0,18,5,108,2,349,2,0.0
15407,35,3,0,0,0,3187,0,0,0,20,5,71,1,-1,0,0.0
15408,33,1,0,1,0,1522,0,0,0,18,11,171,2,179,3,0.0
15409,43,0,0,0,0,117,0,0,0,14,5,73,1,370,1,0.0
15410,39,0,0,2,0,7685,0,0,0,14,4,493,3,-1,0,0.0
15411,41,10,1,0,0,1934,0,0,0,21,11,162,2,-1,0,0.0
15412,33,1,0,1,0,641,0,0,0,13,8,347,2,-1,0,0.0
15413,27,10,1,0,0,585,1,0,0,28,1,180,3,-1,0,0.0
15414,52,0,0,0,0,161,0,0,0,13,5,274,2,-1,0,0.0
15415,38,6,2,1,0,1513,1,0,0,7,5,330,1,342,1,0.0
15416,56,0,0,0,0,1316,1,0,0,30,7,76,5,-1,0,0.0
15417,35,4,2,0,0,742,1,0,0,28,7,83,7,-1,0,0.0
15418,57,0,0,2,0,23,0,0,1,31,7,25,8,-1,0,0.0
15419,32,3,0,0,0,17,0,0,0,27,5,123,1,-1,0,0.0
15420,38,0,1,0,0,522,0,0,0,29,5,347,2,-1,0,0.0
15421,38,8,0,0,0,1906,1,1,0,20,11,210,2,-1,0,0.0
15422,37,8,1,0,0,756,0,0,0,2,6,74,1,-1,0,0.0
15423,40,9,0,0,0,1783,0,1,0,19,11,130,1,-1,0,0.0
15424,55,1,1,1,0,6507,0,1,0,17,7,109,1,-1,0,0.0
15425,56,0,0,0,0,605,1,1,0,27,8,157,6,-1,0,0.0
15426,26,1,0,1,0,52,1,1,1,12,11,238,1,-1,0,0.0
15427,46,1,2,1,0,4629,1,0,0,1,6,67,1,41,1,0.0
15428,66,5,0,0,0,154,1,0,1,15,1,66,2,-1,0,0.0
15429,51,6,2,0,0,154,0,0,0,15,5,285,1,-1,0,0.0
15430,32,6,1,0,0,123,0,0,0,9,5,278,1,-1,0,0.0
15431,31,1,0,1,0,302,0,1,0,4,2,181,1,257,1,0.0
15432,39,1,0,1,0,346,1,0,0,30,7,230,3,-1,0,0.0
15433,28,2,0,0,0,675,0,0,0,17,4,499,2,-1,0,0.0
15434,56,1,2,1,0,2037,1,0,0,6,5,160,1,91,5,0.0
15435,34,2,0,1,0,477,1,0,1,29,7,128,11,-1,0,0.0
15436,41,2,0,0,0,634,1,0,0,7,8,122,2,-1,0,0.0
15437,60,5,0,0,1,0,1,0,0,19,8,316,2,-1,0,0.0
15438,30,0,0,0,0,68,0,1,0,16,5,393,2,-1,0,0.0
15439,40,4,0,2,0,2469,1,1,0,19,6,202,2,-1,0,0.0
15440,44,9,0,2,0,882,1,0,1,14,8,187,4,-1,0,0.0
15441,37,3,0,2,0,7208,1,0,0,16,6,117,1,-1,0,0.0
15442,54,2,1,0,0,770,1,0,0,17,6,89,2,-1,0,0.0
15443,28,10,1,0,0,1350,0,0,0,2,4,173,2,-1,0,0.0
15444,31,3,2,0,0,-186,0,0,0,20,4,21,5,-1,0,0.0
15445,78,5,0,0,0,220,1,0,0,4,8,220,1,-1,0,0.0
15446,33,1,0,0,0,-15,0,0,0,13,5,247,3,-1,0,0.0
15447,57,5,0,0,0,455,0,0,0,7,5,361,1,-1,0,0.0
15448,36,0,1,0,0,507,0,0,0,22,5,210,1,-1,0,0.0
15449,46,9,2,0,0,154,1,0,0,9,6,79,1,-1,0,0.0
15450,28,3,0,0,0,317,0,0,0,15,7,673,2,-1,0,0.0
15451,32,4,1,0,0,936,0,0,0,18,11,61,1,-1,0,0.0
15452,32,1,0,1,0,1522,0,0,0,23,5,302,3,-1,0,0.0
15453,30,1,1,1,0,1268,1,0,0,16,7,73,4,-1,0,0.0
15454,60,9,0,2,0,182,1,0,0,26,4,166,5,181,5,0.0
15455,40,1,2,1,0,823,1,0,0,13,8,159,4,-1,0,0.0
15456,60,4,0,1,0,6557,1,0,0,7,8,214,2,-1,0,0.0
15457,37,1,0,1,0,50,1,1,0,17,7,105,1,-1,0,0.0
15458,58,0,0,2,0,47,1,0,0,6,8,281,2,-1,0,0.0
15459,39,4,0,0,0,823,0,1,0,28,7,780,2,-1,0,0.0
15460,27,0,1,0,0,23,1,0,0,26,2,590,2,-1,0,0.0
15461,27,4,1,1,0,536,0,0,0,11,5,105,3,-1,0,0.0
15462,33,4,2,0,0,69,0,0,0,2,2,300,2,-1,0,0.0
15463,25,4,1,0,0,94,1,0,0,25,2,32,1,-1,0,0.0
15464,44,0,0,2,0,2791,1,0,0,18,6,335,1,-1,0,0.0
15465,33,3,1,0,0,422,0,0,0,12,5,235,2,361,2,0.0
15466,82,5,2,2,0,928,1,0,1,23,9,217,2,188,3,0.0
15467,42,3,0,0,0,1535,0,0,0,28,8,121,1,108,2,0.0
15468,30,1,1,1,0,440,0,0,0,11,9,129,2,-1,0,0.0
15469,35,4,0,0,0,66,0,0,0,18,11,110,1,123,1,0.0
15470,58,0,0,2,0,494,1,0,0,14,8,171,10,-1,0,0.0
15471,44,1,0,0,0,2982,1,0,0,16,6,55,2,-1,0,0.0
15472,52,7,2,1,0,3975,1,0,0,19,11,116,5,-1,0,0.0
15473,26,4,1,0,0,49,1,0,0,30,1,397,1,-1,0,0.0
15474,40,1,0,1,0,543,0,0,0,2,2,349,2,262,275,0.0
15475,31,7,0,0,0,10,0,1,0,29,1,161,3,188,9,0.0
15476,38,1,0,0,0,1759,0,0,0,6,5,440,1,-1,0,0.0
15477,30,4,1,0,0,1510,0,0,0,18,11,191,1,-1,0,0.0
15478,54,1,0,1,0,6525,0,0,0,17,4,231,1,149,4,0.0
15479,52,1,0,1,0,1701,0,1,0,17,11,381,1,117,2,0.0
15480,30,2,1,0,0,54,1,0,0,11,8,194,2,-1,0,0.0
15481,31,2,0,0,0,439,1,0,0,4,10,5,1,-1,0,0.0
15482,37,0,1,2,0,851,0,0,0,15,5,151,1,352,1,0.0
15483,30,1,0,1,0,2994,0,0,0,26,3,156,1,137,1,0.0
15484,34,0,0,0,0,3778,0,0,1,13,5,259,3,-1,0,0.0
15485,59,5,0,1,0,1637,1,1,0,18,7,225,7,-1,0,0.0
15486,35,2,0,0,0,23876,1,0,0,18,8,191,2,-1,0,0.0
15487,36,2,0,0,0,522,0,0,0,17,7,185,1,-1,0,0.0
15488,45,2,0,0,0,396,0,0,0,17,4,266,4,-1,0,0.0
15489,59,1,0,1,1,782,1,1,0,13,8,127,2,-1,0,0.0
15490,60,1,0,0,0,6313,1,0,0,19,6,39,2,-1,0,0.0
15491,71,5,0,0,0,1741,1,0,0,18,8,177,1,-1,0,0.0
15492,36,8,1,1,0,536,1,0,0,19,11,520,1,-1,0,0.0
15493,47,0,0,0,0,1388,0,0,0,17,4,119,2,-1,0,0.0
15494,41,0,0,0,0,153,0,0,0,27,5,389,1,-1,0,0.0
15495,33,2,1,0,0,930,0,0,0,15,5,163,5,359,1,0.0
15496,50,7,0,0,0,533,0,0,0,11,5,171,2,-1,0,0.0
15497,37,8,1,0,0,1354,0,0,0,4,6,207,4,-1,0,0.0
15498,52,2,0,0,0,118,1,0,0,28,8,16,20,-1,0,0.0
15499,23,0,0,0,0,-295,0,0,0,15,5,411,1,323,2,0.0
15500,56,5,0,0,0,646,1,0,0,11,8,164,2,-1,0,0.0
15501,31,0,1,0,0,160,0,0,0,9,5,25,1,-1,0,0.0
15502,39,0,0,0,0,1419,0,0,0,13,5,9,12,349,1,0.0
15503,31,3,0,0,0,439,1,0,0,28,5,233,4,-1,0,0.0
15504,34,2,1,0,0,94,0,0,0,26,8,541,2,-1,0,0.0
15505,42,6,0,0,0,3211,1,0,0,31,7,180,1,-1,0,0.0
15506,56,3,2,0,0,4246,0,0,0,6,5,304,2,-1,0,0.0
15507,45,1,0,1,0,-191,0,0,0,18,7,178,3,-1,0,0.0
15508,42,0,1,2,0,22,0,0,0,14,5,116,4,365,1,0.0
15509,46,4,0,0,0,998,0,0,0,31,7,126,2,-1,0,0.0
15510,49,3,2,0,0,1180,1,0,0,27,7,139,2,181,4,0.0
15511,29,1,1,1,0,642,1,0,0,2,2,156,3,-1,0,0.0
15512,31,1,1,1,0,34,1,0,0,22,8,121,1,-1,0,0.0
15513,35,1,0,1,0,100,1,0,0,12,8,120,2,-1,0,0.0
15514,28,3,0,0,1,105,1,0,0,16,7,130,1,-1,0,0.0
15515,32,1,0,0,0,2858,0,1,0,18,7,247,5,-1,0,0.0
15516,40,0,0,2,0,-335,0,0,0,27,5,260,1,-1,0,0.0
15517,48,0,2,0,0,2071,1,0,0,14,5,127,1,-1,0,0.0
15518,32,1,2,1,0,387,1,0,0,26,8,99,4,-1,0,0.0
15519,53,3,1,0,0,2398,0,0,0,3,2,108,1,92,1,0.0
15520,54,0,0,0,0,175,0,0,0,3,2,94,4,271,4,0.0
15521,33,2,1,0,0,6325,1,0,0,13,8,206,2,-1,0,0.0
15522,34,2,0,1,0,297,0,0,0,29,1,375,2,-1,0,0.0
15523,46,0,0,2,0,2118,1,0,1,14,8,64,2,-1,0,0.0
15524,36,3,1,0,0,587,0,0,0,13,4,239,3,-1,0,0.0
15525,46,0,0,0,0,877,1,0,0,29,8,339,2,-1,0,0.0
15526,31,0,0,0,0,212,0,1,0,17,7,143,2,-1,0,0.0
15527,41,2,1,0,0,568,0,0,0,30,5,72,2,-1,0,0.0
15528,35,1,0,1,0,267,0,0,0,7,5,192,1,-1,0,0.0
15529,31,1,0,1,0,0,0,0,0,14,5,215,1,-1,0,0.0
15530,26,1,1,1,0,199,0,0,0,7,5,413,1,-1,0,0.0
15531,31,3,1,0,0,0,0,0,0,16,5,28,4,-1,0,0.0
15532,47,0,2,0,0,3823,0,1,0,17,4,647,2,-1,0,0.0
15533,52,1,2,1,0,-299,1,0,0,29,7,110,2,-1,0,0.0
15534,59,5,0,0,0,566,1,0,0,12,8,464,4,-1,0,0.0
15535,31,1,0,1,0,527,0,1,0,15,5,98,2,359,1,0.0
15536,45,3,2,0,0,440,1,0,0,30,1,91,1,2,1,0.0
15537,47,0,0,2,0,0,1,0,0,22,8,98,3,-1,0,0.0
15538,47,1,0,0,0,623,0,0,0,13,5,102,6,-1,0,0.0
15539,38,1,1,1,0,3813,1,0,0,7,8,117,2,-1,0,0.0
15540,60,5,0,0,0,404,1,0,0,21,8,335,2,-1,0,0.0
15541,45,0,0,2,0,675,0,0,0,20,4,890,2,-1,0,0.0
15542,43,7,0,2,0,0,0,0,0,30,5,222,9,-1,0,0.0
15543,32,10,1,0,0,2321,1,0,0,30,3,167,2,-1,0,0.0
15544,56,1,1,1,0,4542,1,0,0,12,5,148,2,-1,0,0.0
15545,32,2,0,0,0,9608,1,0,0,8,8,114,4,-1,0,0.0
15546,42,3,0,0,0,8238,0,1,0,16,4,102,2,149,5,0.0
15547,40,1,0,1,0,-117,0,0,0,17,7,770,2,-1,0,0.0
15548,37,0,1,2,0,0,1,0,0,5,6,39,1,-1,0,0.0
15549,45,3,1,0,0,2394,0,1,1,18,5,895,12,-1,0,0.0
15550,37,2,1,0,0,984,1,0,0,17,6,475,1,-1,0,0.0
15551,32,2,2,1,0,267,1,0,0,26,5,128,1,-1,0,0.0
15552,30,1,0,1,0,314,1,0,0,19,11,364,2,175,2,0.0
15553,32,2,0,1,0,0,0,0,0,22,7,520,1,-1,0,0.0
15554,51,0,0,1,0,2404,0,0,1,20,11,30,1,-1,0,0.0
15555,34,9,0,1,0,5011,0,0,0,9,6,311,2,-1,0,0.0
15556,33,4,0,1,0,570,1,0,0,25,5,70,1,-1,0,0.0
15557,39,2,0,0,0,839,1,0,0,30,5,825,2,-1,0,0.0
15558,44,1,0,1,0,1383,1,0,0,22,8,243,12,-1,0,0.0
15559,37,0,0,0,0,3884,0,0,0,20,4,28,5,-1,0,0.0
15560,28,0,0,2,0,-65,0,0,0,4,5,90,4,-1,0,0.0
15561,49,1,0,1,0,999,1,0,0,18,11,98,4,-1,0,0.0
15562,53,4,0,0,0,1788,0,0,0,29,5,253,2,-1,0,0.0
15563,48,0,0,2,0,643,0,0,0,11,5,66,4,173,7,0.0
15564,40,0,0,2,0,68,0,0,0,30,5,170,19,-1,0,0.0
15565,24,10,1,0,0,372,0,0,0,17,4,143,1,-1,0,0.0
15566,28,7,0,0,0,422,0,0,0,19,5,394,2,-1,0,0.0
15567,25,3,1,0,0,425,1,0,0,27,5,100,1,-1,0,0.0
15568,32,7,0,0,0,227,0,0,0,12,5,523,1,-1,0,0.0
15569,48,1,0,1,0,0,1,1,0,6,2,1423,3,-1,0,0.0
15570,40,2,1,1,0,445,0,0,0,24,7,631,1,-1,0,0.0
15571,45,0,0,2,0,194,0,1,0,3,6,81,2,-1,0,0.0
15572,60,1,0,1,0,79,1,0,0,11,6,48,3,-1,0,0.0
15573,44,1,2,1,0,2237,0,0,0,20,6,125,2,-1,0,0.0
15574,44,9,0,0,0,281,0,0,0,8,5,604,1,-1,0,0.0
15575,50,1,0,1,0,830,1,0,0,2,7,60,2,-1,0,0.0
15576,34,2,0,0,0,1254,1,0,0,6,5,77,3,-1,0,0.0
15577,58,0,0,0,0,590,1,1,0,5,6,133,1,-1,0,0.0
15578,48,0,0,2,0,0,1,1,0,5,8,67,1,-1,0,0.0
15579,32,7,0,0,0,604,1,0,0,29,1,270,1,-1,0,0.0
15580,47,0,0,2,0,17,1,0,0,8,8,121,2,-1,0,0.0
15581,38,1,1,1,0,2357,0,0,0,21,7,184,1,-1,0,0.0
15582,39,3,0,0,0,406,1,0,0,30,7,253,5,-1,0,0.0
15583,52,1,1,1,0,4,1,1,0,28,7,30,9,-1,0,0.0
15584,49,0,0,2,0,-57,1,0,1,23,7,161,2,-1,0,0.0
15585,32,7,1,2,0,1770,1,1,0,4,2,206,2,188,6,0.0
15586,51,3,0,0,0,0,1,0,1,29,7,27,2,-1,0,0.0
15587,51,2,0,0,0,-153,1,0,0,20,8,62,4,-1,0,0.0
15588,58,5,2,2,0,593,1,1,0,9,6,204,2,-1,0,0.0
15589,30,1,1,1,0,4,1,0,0,27,8,51,3,-1,0,0.0
15590,30,0,0,2,0,190,1,0,1,12,5,29,2,370,1,0.0
15591,37,0,1,0,0,1672,0,0,0,11,7,484,1,-1,0,0.0
15592,43,3,0,0,0,1998,0,0,0,20,11,48,4,-1,0,0.0
15593,42,4,0,0,0,1545,0,0,0,17,4,426,3,323,3,0.0
15594,33,2,0,0,0,81,1,0,0,19,8,671,2,-1,0,0.0
15595,46,0,0,2,0,3969,1,0,1,7,7,46,5,-1,0,0.0
15596,50,5,0,0,0,1227,1,0,0,29,1,380,2,-1,0,0.0
15597,57,5,0,0,0,3382,1,1,1,23,7,165,2,-1,0,0.0
15598,44,0,0,2,0,314,0,0,0,30,5,742,2,-1,0,0.0
15599,35,1,1,1,0,556,1,0,0,28,8,52,8,-1,0,0.0
15600,30,1,1,1,0,872,0,0,0,15,5,61,1,298,2,0.0
15601,57,3,2,2,0,1,1,0,0,15,5,17,10,-1,0,0.0
15602,33,3,2,0,0,1,1,0,0,28,1,119,2,-1,0,0.0
15603,44,4,0,0,0,744,0,0,0,29,5,574,1,-1,0,0.0
15604,33,2,0,0,0,1021,0,0,0,3,6,361,3,-1,0,0.0
15605,42,0,0,2,0,1556,1,1,0,8,7,113,1,-1,0,0.0
15606,28,2,1,0,0,250,1,1,0,29,1,133,1,-1,0,0.0
15607,87,5,0,0,0,433,1,0,1,15,12,150,1,-1,0,0.0
15608,30,2,0,0,0,6843,1,0,0,12,8,227,1,-1,0,0.0
15609,32,2,0,0,0,0,1,0,0,29,1,750,3,-1,0,0.0
15610,47,1,0,2,1,145,1,1,0,1,7,163,1,-1,0,0.0
15611,42,1,0,0,0,406,0,0,0,8,7,194,1,391,2,0.0
15612,46,3,2,0,0,3201,0,0,1,13,5,157,3,-1,0,0.0
15613,36,0,2,0,0,2278,0,0,0,23,5,152,2,-1,0,0.0
15614,46,1,0,0,0,638,0,0,0,28,1,68,1,-1,0,0.0
15615,55,5,0,2,0,4459,1,0,0,15,7,85,8,-1,0,0.0
15616,59,5,0,0,0,434,0,0,0,12,5,63,3,-1,0,0.0
15617,48,1,2,2,0,432,0,0,0,20,5,152,2,-1,0,0.0
15618,52,2,2,0,0,0,1,0,1,17,11,215,3,-1,0,0.0
15619,26,0,0,0,0,288,0,0,0,12,5,49,2,-1,0,0.0
15620,51,1,0,1,0,2635,1,0,0,8,3,209,2,188,3,0.0
15621,45,4,0,0,0,222,1,0,0,25,8,119,11,-1,0,0.0
15622,41,6,0,0,0,1,1,0,0,19,8,55,4,-1,0,0.0
15623,50,1,0,1,0,398,1,0,1,30,7,1567,5,-1,0,0.0
15624,56,0,0,0,0,277,1,0,0,20,6,9,13,-1,0,0.0
15625,41,3,0,0,0,1395,0,1,0,11,5,85,1,308,2,0.0
15626,60,3,0,0,0,1088,0,0,0,26,5,149,1,-1,0,0.0
15627,59,3,2,1,0,39,1,0,0,11,7,67,1,-1,0,0.0
15628,37,0,1,0,0,111,0,0,0,9,5,217,2,-1,0,0.0
15629,40,2,1,0,0,282,0,0,0,14,8,70,4,-1,0,0.0
15630,33,4,0,0,0,70,0,0,0,21,7,333,3,-1,0,0.0
15631,56,2,2,1,0,1593,0,0,0,31,7,434,4,-1,0,0.0
15632,47,1,0,0,0,834,1,0,0,10,5,165,1,-1,0,0.0
15633,24,4,1,0,0,-148,0,0,0,21,5,641,1,-1,0,0.0
15634,56,2,0,1,0,1663,1,0,0,19,6,22,1,-1,0,0.0
15635,52,0,0,2,0,36,1,0,0,13,8,109,2,-1,0,0.0
15636,29,2,1,0,0,1395,0,0,0,26,5,61,1,-1,0,0.0
15637,57,2,0,0,0,3284,0,0,0,26,5,63,1,-1,0,0.0
15638,59,7,0,2,0,222,1,0,0,18,11,97,1,-1,0,0.0
15639,47,1,0,1,0,-315,0,1,0,27,8,112,9,-1,0,0.0
15640,24,3,0,0,0,262,0,0,0,4,6,69,3,-1,0,0.0
15641,31,0,1,0,0,324,0,0,0,21,7,167,4,-1,0,0.0
15642,46,1,2,0,0,145,0,0,0,24,7,72,5,-1,0,0.0
15643,40,4,2,0,0,1155,1,1,0,3,7,251,1,-1,0,0.0
15644,81,5,2,0,0,9224,1,0,1,9,11,235,2,-1,0,0.0
15645,30,2,0,1,0,81,1,0,0,28,8,51,1,-1,0,0.0
15646,52,5,0,2,0,752,0,0,1,12,5,339,4,347,2,0.0
15647,28,6,1,0,0,1536,1,0,0,15,6,294,3,-1,0,0.0
15648,29,0,0,0,0,43,0,0,0,6,5,268,2,-1,0,0.0
15649,41,7,2,0,0,-29,0,0,0,10,7,188,1,-1,0,0.0
15650,43,0,0,2,0,0,1,0,0,22,6,570,3,-1,0,0.0
15651,58,2,0,0,0,796,1,0,0,4,8,422,1,-1,0,0.0
15652,52,0,0,2,0,584,0,0,0,20,8,76,18,-1,0,0.0
15653,54,4,0,0,0,2061,0,0,1,31,7,301,7,-1,0,0.0
15654,37,2,0,0,0,490,0,0,0,30,5,226,1,-1,0,0.0
15655,33,2,1,0,0,10600,1,0,0,5,2,202,1,267,2,0.0
15656,24,1,1,1,0,66,0,0,0,26,5,109,2,-1,0,0.0
15657,44,1,0,1,0,7485,1,0,0,5,8,187,2,-1,0,0.0
15658,37,0,0,2,0,-325,0,1,0,6,5,112,2,-1,0,0.0
15659,36,2,0,0,0,483,0,0,0,11,5,179,1,304,2,0.0
15660,30,1,0,1,0,302,0,1,0,23,5,302,1,-1,0,0.0
15661,36,4,1,0,0,165,0,0,0,18,5,182,2,-1,0,0.0
15662,24,0,1,0,0,8594,0,0,0,28,5,181,1,-1,0,0.0
15663,39,1,1,1,0,313,1,1,0,29,1,118,5,196,1,0.0
15664,43,1,0,1,0,489,0,0,0,8,5,130,1,172,2,0.0
15665,34,4,0,0,0,457,0,0,0,30,5,67,2,-1,0,0.0
15666,43,1,0,1,0,676,1,0,0,25,8,143,4,-1,0,0.0
15667,56,2,2,0,0,672,1,0,0,21,7,71,9,-1,0,0.0
15668,30,1,0,1,0,32,0,0,0,6,5,122,3,-1,0,0.0
15669,53,8,0,2,0,142,1,0,0,30,4,168,2,-1,0,0.0
15670,49,2,0,0,0,3392,1,0,0,13,8,272,2,-1,0,0.0
15671,59,0,0,2,0,0,1,0,0,2,2,173,1,-1,0,0.0
15672,41,1,0,1,0,-370,0,0,0,8,5,233,2,-1,0,0.0
15673,47,5,2,1,0,1431,0,0,0,30,4,127,1,-1,0,0.0
15674,48,0,0,2,0,575,1,0,0,15,5,101,3,-1,0,0.0
15675,48,2,2,1,0,375,1,0,0,20,8,212,2,-1,0,0.0
15676,47,1,2,1,0,4556,0,0,0,14,5,146,1,-1,0,0.0
15677,35,8,2,1,0,8903,0,0,0,15,5,171,1,175,6,0.0
15678,42,0,0,0,0,2152,0,0,0,5,5,319,2,169,1,0.0
15679,28,1,1,1,0,-328,0,0,1,2,2,318,2,-1,0,0.0
15680,32,3,1,0,0,457,1,0,0,26,7,109,3,455,2,0.0
15681,27,1,1,1,0,592,1,0,0,7,9,667,1,221,3,0.0
15682,41,3,1,0,0,400,0,0,0,4,6,99,6,-1,0,0.0
15683,46,7,0,2,0,829,1,1,1,21,11,81,7,-1,0,0.0
15684,23,4,1,0,0,567,0,1,0,15,5,358,1,-1,0,0.0
15685,31,2,0,0,0,169,0,0,0,27,5,143,1,-1,0,0.0
15686,35,2,0,0,0,3,0,1,0,17,6,124,23,-1,0,0.0
15687,40,2,0,0,0,6,0,0,0,16,7,464,1,-1,0,0.0
15688,30,8,1,0,0,2616,1,0,0,5,2,301,1,-1,0,0.0
15689,46,1,1,0,0,244,0,0,0,15,5,244,1,-1,0,0.0
15690,32,1,1,1,0,124,1,0,0,4,2,87,2,-1,0,0.0
15691,43,0,2,0,0,370,0,0,0,7,5,216,1,-1,0,0.0
15692,45,8,0,0,0,490,0,0,0,5,2,776,3,-1,0,0.0
15693,30,2,1,1,0,0,1,1,1,14,8,226,3,-1,0,0.0
15694,35,3,0,0,0,190,0,0,0,20,5,47,3,-1,0,0.0
15695,38,3,0,0,0,-247,0,0,0,27,5,265,4,-1,0,0.0
15696,27,0,1,0,0,-208,0,0,0,21,5,127,2,-1,0,0.0
15697,38,0,0,2,0,0,0,0,0,21,11,101,1,-1,0,0.0
15698,51,7,0,1,0,-267,0,0,0,9,7,42,1,-1,0,0.0
15699,35,1,1,1,0,1374,1,0,0,17,6,45,2,-1,0,0.0
15700,43,0,0,0,0,1109,0,0,0,2,2,115,3,264,2,0.0
15701,32,9,1,1,0,4,0,0,0,21,8,776,2,-1,0,0.0
15702,42,0,0,2,0,550,0,0,0,20,4,76,6,-1,0,0.0
15703,36,1,0,1,0,928,0,0,0,20,4,239,1,-1,0,0.0
15704,41,3,0,1,0,226,0,0,0,15,7,157,5,-1,0,0.0
15705,42,0,0,2,0,2111,0,0,0,7,5,86,2,-1,0,0.0
15706,37,0,1,0,0,115,0,0,0,12,5,74,1,-1,0,0.0
15707,50,2,0,0,0,-353,0,1,0,18,11,162,1,175,2,0.0
15708,38,7,0,1,0,1649,1,1,0,6,9,218,2,432,3,0.0
15709,49,0,0,2,0,67,1,1,0,13,8,269,4,-1,0,0.0
15710,55,2,0,0,0,6043,1,0,0,19,11,427,3,-1,0,0.0
15711,56,7,0,1,0,-124,0,0,0,15,5,374,5,-1,0,0.0
15713,46,5,1,2,0,1190,1,0,0,6,6,316,2,-1,0,0.0
15714,44,1,0,1,0,236,0,1,1,18,7,199,3,-1,0,0.0
15715,58,0,0,2,0,5,1,0,0,8,5,177,2,-1,0,0.0
15716,36,4,0,0,0,372,1,0,0,4,2,94,1,-1,0,0.0
15717,51,7,0,0,1,-2082,1,1,0,28,7,123,6,-1,0,0.0
15718,58,3,0,0,0,1455,0,0,0,21,7,119,1,-1,0,0.0
15719,59,5,2,2,0,81,0,0,0,5,5,107,1,-1,0,0.0
15720,27,0,0,0,0,5505,0,1,0,25,7,134,1,-1,0,0.0
15721,53,0,0,0,0,-711,0,0,0,2,6,198,1,-1,0,0.0
15722,36,2,2,0,0,-94,0,0,0,2,2,185,1,252,2,0.0
15723,28,4,1,0,0,126,1,0,0,7,7,321,1,-1,0,0.0
15724,49,2,0,0,0,1982,0,1,0,22,8,73,15,-1,0,0.0
15725,42,1,0,1,0,24780,1,0,0,6,8,184,2,-1,0,0.0
15726,33,0,0,0,0,-77,0,0,0,28,7,151,3,-1,0,0.0
15727,32,2,1,1,0,4432,1,0,1,18,11,115,4,-1,0,0.0
15728,56,0,0,0,0,126,1,0,0,14,5,113,2,-1,0,0.0
15729,33,0,0,2,1,-744,0,0,0,8,5,206,1,-1,0,0.0
15730,40,3,2,0,0,83,0,0,0,6,5,327,1,280,6,0.0
15731,32,3,0,0,0,-1272,0,0,0,6,6,606,5,-1,0,0.0
15732,40,1,0,1,0,423,0,0,0,30,7,134,24,-1,0,0.0
15733,46,0,0,0,0,1352,0,0,0,6,2,193,1,-1,0,0.0
15734,49,2,0,1,0,503,1,0,0,1,7,297,2,-1,0,0.0
15735,51,6,0,2,0,8313,1,0,0,6,6,185,1,-1,0,0.0
15736,28,3,1,0,0,25,0,0,0,5,6,109,2,-1,0,0.0
15737,39,2,0,0,0,37,0,1,0,11,7,467,1,-1,0,0.0
15738,27,0,1,0,0,87,1,0,1,10,7,245,1,-1,0,0.0
15739,34,0,1,2,0,4723,0,0,0,18,5,350,3,-1,0,0.0
15740,30,4,0,0,0,152,0,0,0,9,5,115,2,-1,0,0.0
15741,30,2,0,0,0,-280,0,0,0,25,7,246,2,-1,0,0.0
15742,56,0,2,2,0,190,0,0,0,12,5,15,8,351,9,0.0
15743,33,9,0,2,0,451,0,0,0,11,5,327,1,-1,0,0.0
